id,cuisine
22118,chinese
26355,indian
4008,mexican
21800,southern_us
43708,indian
4000,southern_us
13712,filipino
13715,southern_us
4006,russian
3970,italian
3973,southern_us
32502,thai
23268,southern_us
19427,thai
19426,greek
19429,indian
32508,mexican
38168,southern_us
26558,southern_us
35412,italian
35410,southern_us
35411,italian
46775,southern_us
42067,italian
41612,brazilian
11419,french
16293,greek
16292,chinese
38895,french
17471,korean
38896,indian
38891,southern_us
17475,southern_us
36264,mexican
4478,thai
36267,southern_us
25461,southern_us
13360,chinese
18689,spanish
13366,cajun_creole
41269,indian
46028,russian
42078,southern_us
46758,mexican
49037,italian
49036,italian
46755,indian
42075,mexican
46021,japanese
45589,southern_us
42070,filipino
2464,italian
47871,cajun_creole
48348,chinese
48349,russian
48346,korean
45224,chinese
48345,vietnamese
20164,british
20166,mexican
48341,southern_us
36192,french
36191,mexican
36194,brazilian
36195,japanese
36198,vietnamese
5341,brazilian
520,chinese
16878,indian
12140,indian
12148,korean
32854,southern_us
45040,french
45041,indian
10439,cajun_creole
10438,french
10128,italian
9304,korean
36993,mexican
36543,southern_us
9302,southern_us
36995,french
18871,southern_us
37020,indian
33017,spanish
37025,italian
18874,moroccan
49694,mexican
37029,mexican
49699,mexican
49698,southern_us
33018,filipino
14347,italian
8963,french
8961,french
8965,indian
44728,southern_us
25735,indian
44217,vietnamese
26919,chinese
26913,indian
5846,cajun_creole
6441,mexican
1645,chinese
6443,indian
41036,indian
41038,french
44314,mexican
579,southern_us
44316,mexican
40340,mexican
573,mexican
44318,southern_us
40348,mexican
18297,italian
23108,jamaican
24217,italian
24214,brazilian
18292,mexican
2803,mexican
18299,chinese
28018,vietnamese
1423,indian
3369,korean
47969,mexican
42608,italian
1429,filipino
47965,southern_us
14731,italian
28015,indian
28016,italian
47960,italian
34221,italian
30276,brazilian
34229,filipino
38796,italian
18862,thai
38794,southern_us
38795,thai
4272,cajun_creole
4271,indian
13966,indian
4276,spanish
13965,italian
4279,mexican
35173,italian
23106,mexican
18123,italian
5556,italian
18127,mexican
5550,indian
5558,italian
38240,italian
38241,mexican
38247,french
38249,italian
13661,italian
30099,french
2013,greek
8581,italian
8585,mexican
34596,indian
34597,thai
31972,italian
31324,jamaican
6770,french
35313,mexican
31322,southern_us
43320,italian
47346,russian
47345,italian
33483,southern_us
12420,mexican
23188,jamaican
30817,italian
30894,mexican
30897,italian
30816,vietnamese
27749,chinese
30890,cajun_creole
15063,indian
27745,southern_us
27744,italian
27747,italian
30898,thai
48972,italian
11299,spanish
25926,filipino
22324,jamaican
22326,italian
39013,thai
25679,french
25673,thai
23459,spanish
18867,filipino
23450,brazilian
23456,mexican
3506,southern_us
27292,indian
7505,french
9885,mexican
7502,italian
9880,italian
10448,italian
16604,italian
16602,mexican
6127,southern_us
12777,mexican
12770,southern_us
12771,thai
42449,vietnamese
42447,southern_us
42443,southern_us
42442,southern_us
22586,italian
22580,mexican
22582,mexican
30724,french
15973,italian
10950,italian
10954,chinese
10955,greek
21177,italian
16466,cajun_creole
37056,chinese
24983,italian
24981,chinese
24984,thai
24985,mexican
25581,italian
25583,japanese
43063,italian
25586,mexican
2254,brazilian
26166,southern_us
43069,irish
24182,japanese
4093,mexican
46254,southern_us
46255,chinese
49204,moroccan
49205,mexican
46926,mexican
4092,chinese
46929,southern_us
46258,moroccan
13781,cajun_creole
22919,japanese
22917,indian
22914,thai
4801,southern_us
38408,southern_us
2786,moroccan
4804,southern_us
41939,moroccan
45697,indian
4809,moroccan
2789,mexican
41930,thai
257,italian
10602,southern_us
10600,southern_us
2078,french
10606,southern_us
2071,moroccan
10609,mexican
2075,cajun_creole
33468,chinese
18468,chinese
18466,indian
18465,italian
14122,greek
14121,spanish
14120,thai
27984,french
17737,indian
17734,mexican
23586,french
9792,italian
15525,mexican
9797,italian
36033,southern_us
9798,southern_us
36036,british
14389,southern_us
14382,french
18607,british
14384,mexican
20402,italian
34967,mexican
24135,southern_us
20409,french
48400,indian
48403,chinese
39755,japanese
39758,southern_us
8416,cajun_creole
44078,thai
37906,irish
44077,mexican
41751,mexican
15652,mexican
15650,italian
35394,japanese
29552,mexican
20357,french
29004,vietnamese
7084,italian
29008,southern_us
29559,thai
37925,japanese
2601,chinese
37928,vietnamese
9805,chinese
8170,southern_us
15385,cajun_creole
8178,mexican
6499,southern_us
9802,italian
6948,british
39320,irish
6942,italian
6947,italian
26925,indian
47570,mexican
8394,french
8395,mexican
34783,italian
40404,cajun_creole
40406,french
40408,italian
4398,french
24406,filipino
24409,greek
28753,mexican
9619,southern_us
3192,mexican
28979,thai
28754,japanese
28975,southern_us
28974,southern_us
34900,southern_us
22469,greek
35787,french
35784,irish
4020,southern_us
26377,mexican
26373,mexican
166,mexican
35788,southern_us
4029,indian
11385,japanese
46443,italian
43273,mexican
160,italian
32839,japanese
32838,italian
19409,cajun_creole
32528,thai
19155,cajun_creole
32526,japanese
3995,french
19404,thai
32830,french
19152,italian
23845,japanese
8552,greek
27176,southern_us
27174,french
5126,russian
299,italian
32783,southern_us
32786,indian
27178,mexican
40606,italian
47124,italian
36201,french
36205,french
25115,mexican
25113,italian
43987,moroccan
40353,italian
42052,french
26693,italian
42059,italian
47556,cajun_creole
46008,french
47886,southern_us
42585,moroccan
2447,french
2448,french
8828,italian
7867,indian
7866,mexican
7861,indian
42631,indian
35989,indian
42639,chinese
16815,mexican
46662,italian
12128,southern_us
4144,jamaican
6372,italian
48757,southern_us
6376,mexican
39694,filipino
10143,french
39690,italian
10147,southern_us
46846,thai
10148,italian
39698,mexican
39699,indian
41735,indian
9630,french
40982,italian
40983,cajun_creole
40984,mexican
9325,italian
33072,italian
3856,italian
33077,spanish
37008,italian
37007,italian
21720,indian
18854,moroccan
21724,spanish
37552,korean
45204,french
41230,greek
45206,mexican
41232,mexican
41237,mexican
41236,mexican
4700,mexican
2830,thai
45208,thai
47952,italian
26973,italian
26974,mexican
26976,italian
48544,irish
49413,mexican
28559,italian
48231,italian
49419,southern_us
28558,thai
1623,italian
5183,chinese
3205,italian
5181,mexican
3203,thai
3202,southern_us
5184,italian
1996,greek
1999,chinese
5188,southern_us
1628,mexican
3209,cajun_creole
48092,chinese
48093,mexican
41589,mexican
48095,chinese
4974,southern_us
48098,italian
3859,italian
41580,italian
2860,mexican
2864,indian
3537,mexican
44334,southern_us
2869,moroccan
44338,chinese
14711,indian
14712,southern_us
14245,chinese
33692,cajun_creole
14715,chinese
14240,jamaican
33691,japanese
24236,southern_us
1192,southern_us
1195,italian
5456,southern_us
5457,moroccan
31228,mexican
30258,french
34201,irish
30255,italian
30523,french
13948,mexican
38568,southern_us
4251,mexican
13942,indian
31697,indian
4255,mexican
13945,moroccan
35155,french
31121,southern_us
5531,chinese
5536,italian
5535,british
16907,southern_us
5539,chinese
18142,indian
29020,jamaican
29024,italian
31348,mexican
31347,cajun_creole
47328,chinese
41172,indian
23616,korean
23614,chinese
6573,italian
6570,italian
6571,chinese
6576,chinese
6574,korean
27762,italian
48951,mexican
48957,italian
42148,italian
48955,southern_us
7694,italian
25948,greek
7691,mexican
13978,italian
25941,filipino
25946,cajun_creole
3835,italian
23475,japanese
47771,italian
3830,mexican
23472,italian
23471,mexican
3838,cajun_creole
3207,chinese
35845,mexican
378,japanese
35841,mexican
35840,italian
7524,chinese
370,brazilian
373,indian
35848,mexican
376,greek
32310,italian
19367,brazilian
16661,french
16666,french
32315,italian
11103,indian
29434,french
12717,mexican
6924,mexican
6149,french
6148,italian
18548,french
10974,french
14644,mexican
41177,french
25610,french
25613,southern_us
25617,indian
26493,korean
26496,italian
21113,french
21117,indian
16487,indian
16484,japanese
16485,vietnamese
22707,irish
4032,mexican
10509,cajun_creole
11597,greek
11593,french
43045,thai
43047,mexican
11599,mexican
43513,southern_us
29349,mexican
42932,mexican
9765,mexican
42934,cajun_creole
17283,southern_us
41910,italian
17286,italian
38428,italian
17534,chinese
41918,thai
17530,chinese
2052,cajun_creole
4534,southern_us
29343,british
4537,indian
4823,indian
10629,mexican
9407,japanese
11626,greek
33802,italian
7989,italian
33448,indian
33443,italian
33447,french
33444,italian
17759,cajun_creole
30068,mexican
37372,chinese
20645,mexican
21417,japanese
20647,italian
17752,japanese
17755,irish
20640,chinese
20643,italian
27962,italian
36541,french
36015,vietnamese
21414,southern_us
36019,southern_us
34580,chinese
20468,chinese
34949,french
16313,chinese
20460,chinese
20463,french
34944,southern_us
20397,italian
48134,brazilian
48137,mexican
34940,italian
7324,mexican
39775,indian
10084,southern_us
39779,japanese
7328,mexican
7329,thai
13422,greek
18442,italian
41775,mexican
41776,italian
41779,thai
5891,italian
29572,greek
7062,southern_us
29576,japanese
29577,mexican
37942,italian
37943,chinese
37764,french
37765,indian
37762,italian
805,indian
18627,italian
18628,greek
37769,italian
6960,southern_us
15904,jamaican
12481,irish
8629,spanish
30750,cajun_creole
15901,cajun_creole
8157,vietnamese
15908,vietnamese
42311,mexican
40795,filipino
39341,southern_us
40792,french
31596,chinese
31595,chinese
31594,french
24399,french
47513,french
47511,southern_us
47518,thai
19620,indian
27300,southern_us
40422,italian
18095,spanish
9988,mexican
9985,mexican
9982,southern_us
20270,russian
24909,indian
23692,southern_us
14502,mexican
23288,british
416,southern_us
28228,italian
38161,korean
411,southern_us
23280,french
1385,french
418,indian
23285,italian
28737,chinese
48051,mexican
43213,mexican
12408,british
24429,indian
27909,brazilian
11369,vietnamese
11365,indian
11362,filipino
11363,mexican
32819,italian
32813,italian
48059,southern_us
45167,greek
28956,french
5270,italian
35451,southern_us
19287,vietnamese
19286,southern_us
23867,indian
22331,italian
27157,southern_us
27151,indian
25137,italian
25132,mexican
25138,southern_us
25429,french
36220,japanese
36222,chinese
42032,jamaican
42030,italian
46065,thai
42035,chinese
6689,southern_us
6680,indian
6685,italian
2429,italian
39907,italian
2421,french
2427,italian
16837,italian
16344,mexican
16347,irish
19826,indian
32101,mexican
32100,greek
19823,french
29742,italian
7844,italian
7841,indian
7843,southern_us
16838,thai
12106,japanese
12105,japanese
6355,southern_us
6352,french
12403,french
6359,chinese
9340,southern_us
9341,southern_us
9343,italian
9613,italian
9610,mexican
36484,indian
10166,mexican
36954,french
10162,chinese
36951,brazilian
21255,southern_us
46684,italian
21704,southern_us
21702,italian
46683,greek
21259,greek
46688,japanese
21709,indian
35359,italian
1815,italian
1963,southern_us
14883,italian
48302,italian
45260,italian
48301,italian
48306,french
48305,southern_us
41217,chinese
45269,mexican
44681,mexican
23070,mexican
44139,brazilian
40168,korean
26957,chinese
44689,french
44688,mexican
44131,indian
40160,mexican
40161,mexican
42223,mexican
14084,cajun_creole
49435,russian
37689,chinese
1978,irish
3225,jamaican
1975,french
1974,moroccan
3220,mexican
1607,chinese
3222,italian
37996,russian
13272,italian
13270,italian
45089,southern_us
45086,chinese
45081,southern_us
44359,southern_us
44358,mexican
40308,greek
2848,mexican
40303,mexican
33783,mexican
40305,cajun_creole
5476,italian
3321,indian
3322,thai
3323,southern_us
3324,chinese
14269,southern_us
14264,greek
3329,british
28508,french
14267,irish
5479,mexican
20076,mexican
20077,italian
45884,cajun_creole
30298,mexican
20071,italian
38756,russian
38755,japanese
20079,southern_us
30508,chinese
34880,italian
30500,cajun_creole
30506,southern_us
18164,french
18163,russian
1550,mexican
39121,italian
3979,french
17994,mexican
38280,indian
5512,southern_us
5516,southern_us
34081,vietnamese
530,spanish
538,mexican
47306,italian
47656,southern_us
47650,chinese
23677,thai
47300,vietnamese
28432,chinese
5138,thai
47658,indian
47308,thai
27705,italian
27704,indian
28394,italian
15028,italian
25963,chinese
6512,italian
15025,spanish
34310,southern_us
45852,mexican
29633,italian
3292,mexican
31102,irish
31103,french
29639,southern_us
7349,southern_us
31108,british
39487,italian
3816,southern_us
32485,spanish
3818,moroccan
23496,chinese
4834,italian
23490,indian
15599,mexican
34629,southern_us
31361,mexican
35867,italian
35687,italian
7541,chinese
35685,mexican
35683,southern_us
35681,indian
19618,indian
19619,mexican
19344,filipino
19617,cajun_creole
32666,thai
19347,greek
16133,southern_us
19611,italian
12739,chinese
6160,italian
12735,vietnamese
10994,chinese
10993,thai
24614,korean
24615,italian
24613,indian
25639,greek
24611,italian
25636,mexican
25633,mexican
28294,italian
24949,chinese
24945,southern_us
21134,southern_us
38992,italian
38993,southern_us
46837,greek
22725,french
22722,french
31816,italian
2212,thai
31815,indian
43531,jamaican
31810,mexican
43533,japanese
31818,moroccan
42076,italian
43027,southern_us
46218,southern_us
46213,mexican
34532,italian
17519,japanese
41978,italian
17516,italian
17515,italian
12852,italian
25097,french
25095,indian
25094,filipino
13463,japanese
13462,japanese
4510,thai
4511,southern_us
4516,cajun_creole
4514,filipino
11649,southern_us
27863,indian
33604,southern_us
9423,indian
9422,mexican
5288,russian
17772,mexican
5285,indian
20669,mexican
20662,french
14780,mexican
27945,chinese
20664,cajun_creole
26605,chinese
36568,italian
26604,british
36562,mexican
21397,italian
42955,french
42957,mexican
42772,greek
21399,chinese
20915,indian
20446,southern_us
20917,indian
45746,thai
27495,vietnamese
27494,italian
48446,thai
21318,french
20449,japanese
39710,southern_us
39715,vietnamese
9280,greek
18427,southern_us
38894,thai
18428,greek
29087,indian
15612,mexican
12933,indian
12930,indian
12936,korean
15617,french
30197,british
30198,italian
17474,indian
41794,mexican
41792,mexican
41793,french
33826,thai
10206,indian
7046,indian
10202,italian
10201,southern_us
33285,french
7049,mexican
7048,french
10209,italian
37706,french
18398,mexican
37216,cajun_creole
37961,chinese
37746,mexican
37740,mexican
37741,vietnamese
8609,chinese
15924,chinese
15925,mexican
34431,french
15927,mexican
30770,chinese
30771,indian
6981,southern_us
6980,italian
39362,french
39363,mexican
24993,thai
39367,southern_us
14696,mexican
2981,italian
14699,chinese
24373,greek
47538,southern_us
1014,italian
47827,southern_us
47824,spanish
1017,vietnamese
1011,mexican
47821,mexican
40119,italian
40440,british
4356,french
40442,italian
40444,jamaican
4353,indian
28717,french
14526,chinese
28710,italian
28249,southern_us
14529,japanese
28718,mexican
439,filipino
47017,italian
434,italian
22886,italian
431,vietnamese
741,italian
11344,chinese
11340,mexican
11342,chinese
43238,italian
43237,mexican
11349,french
43230,greek
32871,thai
32873,chinese
19115,indian
19118,mexican
5706,indian
5707,thai
5702,chinese
21312,italian
43796,indian
35474,mexican
15334,cajun_creole
6426,cajun_creole
46025,italian
46725,chinese
49035,italian
15780,italian
23808,southern_us
23809,italian
49033,japanese
23801,brazilian
23806,italian
23804,moroccan
49032,japanese
27139,southern_us
10066,mexican
48737,greek
43491,chinese
25404,italian
43495,italian
42297,russian
25409,french
43947,chinese
24193,southern_us
16585,italian
32296,chinese
16581,italian
32298,southern_us
42018,jamaican
12696,southern_us
42549,indian
42546,japanese
21894,cajun_creole
46043,southern_us
21892,moroccan
21891,italian
21890,french
41253,greek
28655,korean
39960,southern_us
48613,chinese
39964,french
39965,southern_us
45590,french
19802,southern_us
19801,cajun_creole
21094,indian
16365,indian
21090,southern_us
32129,italian
42299,southern_us
26264,southern_us
26266,chinese
17180,thai
17182,mexican
26269,mexican
17185,british
22498,korean
22031,irish
9366,italian
9367,southern_us
9365,italian
9361,mexican
49183,brazilian
8986,southern_us
8983,indian
8988,mexican
3797,thai
3792,irish
2406,italian
2404,french
2405,japanese
45538,mexican
41891,mexican
41890,mexican
45242,italian
45243,mexican
2159,southern_us
45246,southern_us
44118,mexican
44113,southern_us
44116,indian
1953,cajun_creole
1952,chinese
14064,japanese
49455,mexican
14063,italian
41091,italian
3249,chinese
3241,southern_us
3240,french
3244,italian
13258,southern_us
13256,thai
18986,mexican
18981,korean
18980,cajun_creole
18983,italian
18982,mexican
18989,chinese
18988,mexican
1482,korean
14208,greek
5499,italian
1485,irish
38773,southern_us
28521,thai
28523,italian
5491,italian
28526,italian
28527,french
30561,vietnamese
30560,mexican
30562,southern_us
48588,southern_us
48589,chinese
20054,southern_us
48580,italian
20053,indian
36607,italian
42619,mexican
36600,french
47495,italian
18186,southern_us
41631,southern_us
41630,southern_us
41136,mexican
41639,italian
37876,mexican
11046,southern_us
18024,mexican
519,chinese
29381,italian
40855,italian
40324,chinese
40853,indian
40850,mexican
43337,chinese
511,korean
40329,chinese
29925,korean
29924,southern_us
29431,southern_us
40858,cajun_creole
18023,french
622,french
1221,indian
23127,mexican
18021,southern_us
23120,chinese
43333,cajun_creole
6536,italian
30384,italian
15005,spanish
8292,italian
13674,mexican
15001,chinese
27727,spanish
27725,italian
27724,thai
15558,japanese
15009,italian
24483,italian
25987,indian
25981,mexican
25982,southern_us
29659,french
8796,southern_us
29651,french
31169,southern_us
5868,cajun_creole
3870,mexican
32462,british
3875,greek
34606,mexican
34607,southern_us
8471,french
34601,italian
34602,french
34603,chinese
44805,mexican
44803,greek
7561,mexican
35809,southern_us
39456,chinese
31388,filipino
35806,mexican
19328,italian
32603,italian
19320,french
19326,chinese
32604,filipino
10431,french
22528,french
22295,indian
22290,italian
4167,thai
13897,mexican
4162,mexican
4160,southern_us
26450,jamaican
26451,greek
24634,mexican
24631,italian
24632,russian
33015,mexican
46186,indian
46184,southern_us
49690,italian
26180,mexican
26181,italian
26182,mexican
38977,mexican
22741,vietnamese
38972,italian
43553,italian
43002,greek
31839,italian
2231,mexican
18882,french
2232,southern_us
2237,mexican
2236,italian
19634,southern_us
16115,italian
16117,french
5933,italian
16111,russian
16113,korean
34470,moroccan
19638,brazilian
21749,italian
5938,italian
42799,french
17576,italian
17579,moroccan
3495,mexican
13401,italian
4571,italian
4572,french
2090,spanish
2092,mexican
13409,korean
41952,indian
2099,indian
8423,russian
11661,italian
24967,thai
46458,southern_us
20600,italian
45185,italian
20602,southern_us
20607,cajun_creole
27926,italian
17795,southern_us
17791,french
45188,moroccan
25212,filipino
35701,thai
31457,indian
5741,mexican
36040,italian
14242,mexican
46982,british
46986,italian
46235,indian
42754,southern_us
42205,chinese
42204,vietnamese
42759,italian
42971,italian
45763,mexican
20932,cajun_creole
20931,french
45767,chinese
20936,mexican
48468,vietnamese
41406,southern_us
45986,greek
20939,french
41405,southern_us
48463,italian
45981,italian
48460,italian
39736,vietnamese
7368,mexican
7360,moroccan
7364,italian
7365,jamaican
37933,italian
12314,italian
12315,japanese
12311,italian
33155,cajun_creole
33406,vietnamese
18402,italian
47289,chinese
11932,mexican
15638,southern_us
12910,french
15631,french
30173,mexican
9006,greek
9005,chinese
7025,chinese
9000,italian
7028,korean
24037,italian
24035,moroccan
37232,russian
21511,chinese
48164,italian
19583,indian
37722,mexican
37723,french
37724,southern_us
9831,chinese
45916,french
11104,mexican
30711,mexican
30714,cajun_creole
7592,mexican
7798,italian
34069,chinese
7794,southern_us
7796,southern_us
47805,french
47807,french
47808,southern_us
24354,french
1038,southern_us
1032,cajun_creole
40467,southern_us
9126,italian
4377,korean
36361,greek
11061,southern_us
14540,italian
14543,indian
11062,southern_us
14545,thai
8662,italian
15497,southern_us
34457,vietnamese
8668,chinese
38122,italian
15498,thai
26614,indian
38126,thai
31444,thai
31446,japanese
31441,french
4085,moroccan
13797,italian
13798,italian
31448,southern_us
11326,mexican
11328,cajun_creole
14321,mexican
5722,italian
5723,italian
5720,southern_us
5721,italian
19133,french
19132,italian
44987,italian
27812,french
35499,thai
23356,italian
11499,french
23354,italian
23355,italian
23352,french
47113,italian
23826,italian
23828,indian
8084,italian
27112,italian
8087,french
8081,mexican
27119,italian
8088,mexican
22193,southern_us
40347,indian
25173,mexican
25176,italian
19792,mexican
40345,british
19797,french
19794,southern_us
19798,greek
16561,chinese
16563,mexican
6648,southern_us
6646,cajun_creole
12676,chinese
12671,southern_us
10810,italian
47132,italian
10819,chinese
7801,italian
7800,mexican
7802,cajun_creole
24666,vietnamese
39944,greek
39947,french
42693,chinese
15215,italian
42695,mexican
16301,chinese
32140,french
21071,italian
19864,italian
32146,japanese
6390,filipino
6391,filipino
6397,italian
6394,chinese
2396,thai
24211,italian
26245,vietnamese
26244,korean
41741,japanese
4136,indian
49613,chinese
21210,french
49610,british
49617,greek
15647,italian
49614,mexican
35249,vietnamese
46501,cajun_creole
45518,italian
43615,spanish
43617,chinese
43610,filipino
2174,mexican
4968,indian
4966,mexican
15642,thai
4961,italian
49476,italian
49475,chinese
49473,southern_us
14041,italian
1932,spanish
3263,mexican
29542,cajun_creole
3265,greek
3269,french
1939,mexican
5127,italian
1427,vietnamese
36912,mexican
36916,vietnamese
36917,chinese
36914,mexican
13237,mexican
13235,chinese
14956,italian
14957,italian
28013,spanish
14224,vietnamese
37396,chinese
37395,italian
18210,indian
14958,french
33369,mexican
38710,indian
38716,japanese
7098,italian
3363,southern_us
20038,mexican
38926,greek
37934,italian
20035,chinese
40122,chinese
36628,moroccan
36629,southern_us
44176,southern_us
36625,moroccan
36627,irish
36621,mexican
36622,southern_us
47479,mexican
47474,french
47476,irish
41613,chinese
48707,japanese
6880,southern_us
15790,indian
6888,mexican
6889,mexican
32883,french
40878,mexican
44395,mexican
44392,southern_us
47618,mexican
607,british
606,korean
603,italian
1205,southern_us
1201,indian
1200,southern_us
1203,french
8277,chinese
8275,mexican
15578,mexican
8272,british
29676,indian
29674,japanese
26881,southern_us
26880,mexican
29670,chinese
39445,southern_us
39447,cajun_creole
24156,irish
31140,korean
31141,french
31143,moroccan
31632,italian
31633,greek
31146,italian
31147,mexican
20432,southern_us
10774,irish
6235,mexican
8413,italian
34663,french
8410,mexican
34666,thai
12206,italian
8415,french
35391,italian
35825,italian
7589,mexican
9809,cajun_creole
35396,italian
9807,french
39191,southern_us
39197,indian
39196,indian
35829,french
5551,japanese
22506,thai
22501,thai
33081,italian
26476,french
26471,cajun_creole
6952,mexican
4148,southern_us
6486,indian
4143,mexican
28106,mexican
28105,cajun_creole
24652,mexican
24651,thai
32449,chinese
24655,italian
22762,japanese
38950,chinese
38952,italian
38953,mexican
35530,chinese
31858,italian
31859,italian
43570,vietnamese
31850,filipino
43574,southern_us
31854,japanese
31855,italian
32620,french
16171,moroccan
32625,italian
19655,british
5914,japanese
19659,korean
38481,mexican
19846,greek
17557,mexican
17226,mexican
17221,mexican
16325,southern_us
32164,russian
13429,southern_us
4554,indian
4553,mexican
4550,southern_us
32162,irish
11686,chinese
11681,italian
46430,southern_us
46431,southern_us
24906,italian
9773,italian
24905,southern_us
46439,chinese
27308,southern_us
5497,korean
45169,chinese
21253,mexican
27907,korean
27905,southern_us
20624,italian
45160,italian
25233,french
25237,mexican
25235,indian
21408,thai
32168,korean
21409,italian
16795,indian
16791,french
18955,italian
16798,spanish
6077,spanish
6076,italian
42229,southern_us
42228,indian
6073,russian
12080,chinese
42731,filipino
49285,cajun_creole
49287,indian
45708,italian
45701,italian
20953,chinese
20480,italian
20484,vietnamese
7347,italian
8362,thai
7343,italian
7340,russian
10026,italian
8869,mexican
10021,indian
21682,british
21683,cajun_creole
21680,indian
21681,spanish
21688,british
12339,chinese
12336,chinese
33170,southern_us
30481,french
30484,mexican
9028,spanish
7000,french
7003,mexican
29083,chinese
7007,chinese
10245,mexican
33281,greek
37253,indian
37251,southern_us
18686,mexican
37257,chinese
33287,indian
33286,thai
24014,italian
24015,italian
18688,french
21537,southern_us
22889,mexican
41425,indian
41422,french
22880,mexican
22885,vietnamese
5886,mexican
29881,japanese
29882,indian
743,korean
744,italian
5885,korean
29886,cajun_creole
29888,italian
24331,french
24333,italian
24335,thai
24334,mexican
24337,italian
2944,indian
2943,italian
2942,indian
2940,french
47863,thai
5355,southern_us
1053,italian
47866,italian
5352,russian
5350,thai
47869,italian
30154,southern_us
30152,chinese
27069,southern_us
4311,chinese
4312,italian
40489,japanese
31282,russian
4316,cajun_creole
4319,italian
40483,british
18026,filipino
33824,italian
11045,french
14564,italian
37873,mexican
11041,brazilian
11040,irish
33829,thai
14568,spanish
38107,indian
3111,mexican
15963,italian
15964,greek
15965,indian
34479,thai
15967,italian
15968,french
34476,filipino
48066,southern_us
49671,mexican
31468,spanish
6559,korean
47286,spanish
11309,french
23595,italian
5749,southern_us
11307,southern_us
41557,italian
27684,mexican
40352,japanese
25821,mexican
29754,japanese
28828,irish
24433,italian
23374,japanese
47135,moroccan
23376,italian
24430,thai
42909,italian
15214,cajun_creole
12535,chinese
12533,southern_us
15211,moroccan
15218,italian
39276,italian
39277,southern_us
28769,southern_us
42503,mexican
16091,greek
16090,thai
16092,southern_us
16095,cajun_creole
16097,italian
6669,mexican
6662,italian
6660,italian
12650,chinese
10879,japanese
10878,mexican
7,indian
10871,brazilian
10875,chinese
32166,thai
19517,french
19844,italian
16895,spanish
19842,brazilian
16897,southern_us
32160,french
19518,mexican
19848,mexican
21059,italian
21053,italian
29280,mexican
21054,southern_us
43903,mexican
2379,mexican
43906,french
43909,greek
43908,cajun_creole
2377,mexican
26224,italian
26227,mexican
26226,mexican
46375,southern_us
46374,indian
46371,mexican
21232,mexican
46372,italian
21238,indian
23982,french
42525,southern_us
4946,korean
41859,italian
45577,italian
45579,mexican
4948,indian
2118,filipino
2110,italian
2114,greek
2117,mexican
14022,southern_us
14020,italian
14025,greek
49494,cajun_creole
49491,chinese
11395,japanese
29352,indian
3284,italian
3282,southern_us
3281,greek
5105,italian
11136,mexican
36398,mexican
10499,chinese
36427,mexican
36932,cajun_creole
36425,southern_us
36422,vietnamese
36937,thai
883,indian
14978,southern_us
33953,southern_us
884,mexican
18232,indian
33614,french
33341,southern_us
33342,mexican
14797,mexican
45396,filipino
20013,italian
34860,cajun_creole
20015,mexican
20541,southern_us
38731,italian
30286,french
38736,mexican
19432,russian
24573,southern_us
30281,mexican
44159,spanish
44158,chinese
40100,greek
44156,thai
44155,vietnamese
40103,cajun_creole
36644,mexican
44622,vietnamese
47453,indian
47452,british
47451,italian
350,italian
41671,mexican
15777,thai
41676,french
19439,thai
29477,italian
29476,greek
3026,chinese
40816,mexican
40815,spanish
668,jamaican
665,jamaican
15511,korean
15510,southern_us
34390,cajun_creole
15515,cajun_creole
31614,italian
31610,mexican
7619,italian
39463,mexican
29697,mexican
7617,mexican
39464,indian
37110,mexican
34136,mexican
34641,vietnamese
34645,southern_us
8436,italian
8438,french
9825,mexican
34326,italian
44849,southern_us
44840,italian
32338,southern_us
44847,chinese
44846,italian
47637,thai
23160,southern_us
15296,southern_us
47638,brazilian
22562,italian
22563,southern_us
22564,chinese
12595,jamaican
26414,italian
24672,chinese
4128,jamaican
34501,italian
4125,mexican
32421,southern_us
28125,japanese
28126,italian
5686,mexican
38931,italian
38937,italian
38935,italian
31871,indian
35517,spanish
35515,greek
36933,chinese
23783,greek
36390,french
11516,vietnamese
19678,french
19679,chinese
27096,chinese
16150,filipino
32391,mexican
16152,mexican
16153,mexican
32396,mexican
17207,thai
17206,british
39299,vietnamese
27323,indian
27326,british
46148,japanese
24921,southern_us
46412,japanese
46145,russian
46414,mexican
46415,mexican
24927,cajun_creole
45149,indian
2580,mexican
45490,italian
45493,italian
45146,greek
14795,mexican
25258,thai
31482,indian
18235,southern_us
36099,southern_us
25254,thai
42241,japanese
20010,italian
42245,italian
42710,indian
35908,mexican
34353,italian
6058,southern_us
10005,chinese
10002,cajun_creole
34863,italian
2633,chinese
44901,chinese
9598,jamaican
9228,southern_us
9224,chinese
33112,italian
33118,chinese
38735,chinese
45398,italian
12357,mexican
10261,cajun_creole
38885,italian
42866,italian
9043,italian
9045,indian
16141,mexican
3545,korean
21558,southern_us
3541,italian
21552,italian
24073,southern_us
21551,french
21554,indian
24075,thai
45720,chinese
41448,italian
2964,mexican
768,chinese
44455,greek
40719,southern_us
26787,mexican
44451,mexican
762,chinese
761,french
29862,indian
767,korean
40713,italian
44459,japanese
47848,southern_us
11648,greek
1535,mexican
5370,southern_us
38699,chinese
5372,french
14576,indian
13009,indian
41457,jamaican
4338,mexican
1534,french
4336,southern_us
4337,italian
4334,thai
36642,southern_us
3137,mexican
37858,indian
